Description,ReleaseVersion,OperationStatus,EventTimestamp,LogicalLink,DiagnosticAddress,DiagNodeStatus,DTC_Integer,DisplayTroubleCode,DTC_TextTI,DTC_Text,DTC_Level,DtcStatusByte,MaskReason,AfterSalesText,OccurCount,DTCPrior,CentrAgingCount,KmMilea,TimeStamp,SnapshotCount
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,3145848,U112100,U112100,TIMEOUT_POS_GNSS_10,6,46,,TBD,255,6,40,16,2026-07-13T10:51:27,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,1048890,B2F0400,B2F0400,TPA_Init,9,32,,TBD,,,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,1048891,B2F0400,B2F0400,TPA_Error,9,32,,TBD,,,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,1048892,B2F0400,B2F0400,TPA_Configuration_Error,9,32,,TBD,,,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,3145794,U112100,U112100,TIMEOUT_NavData_02,6,32,,TBD,7,6,40,5287,2026-08-11T18:13:44,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,3145876,U112100,U112100,TIMEOUT_NavPos_02_Map_Matched,6,32,,TBD,7,6,40,5287,2026-08-11T18:13:44,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,1048909,U112100,U112100,TIMEOUT_POS_GNSS_01_Ortung,6,46,,TBD,255,6,40,16,2026-07-13T10:51:27,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,1048910,U112100,U112100,TIMEOUT_POS_GNSS_02_Geschw,6,46,,TBD,255,6,40,16,2026-07-13T10:51:27,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,1048913,U112100,U112100,TIMEOUT_POS_GNSS_05_Position,6,46,,TBD,255,6,40,16,2026-07-13T10:51:27,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,1048914,U112100,U112100,TIMEOUT_POS_GNSS_07_Sat_konf,6,46,,TBD,255,6,40,16,2026-07-13T10:51:27,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,3145837,U112100,U112100,TIMEOUT_GNSS_02,6,32,,TBD,1,6,40,6620,2026-08-20T11:07:37,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,3145838,U112100,U112100,TIMEOUT_GNSS_04,6,32,,TBD,1,6,40,6620,2026-08-20T11:07:37,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,3145840,U112100,U112100,TIMEOUT_GNSS_07,6,32,,TBD,1,6,40,6620,2026-08-20T11:07:37,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,3146049,U112300,U112300,MIK_Status_Error,6,32,,TBD,,,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,3146050,U112300,U112300,ADA_Ablenkung_Status_Error,6,32,,TBD,,,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,3146051,U112300,U112300,ADA_Muedigkeit_Status_Error,6,32,,TBD,,,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_FrontSensoDriveAssisSysteUDS,00A5,Success,3146045,U112100,U112100,TIMEOUT_FAS_Anzeigen_01,6,32,,TBD,1,6,40,7053,2026-08-23T14:30:17,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,1049250,U122D00,U122D00,Ethernet_databus_no_communication_port_2,4,44,,TBD,255,4,40,17,2026-07-13T11:42:30,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,1049251,U122E00,U122E00,Ethernet_databus_no_communication_port_3,4,40,,TBD,255,4,40,17,2026-07-13T12:45:20,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,1049252,U122F00,U122F00,Ethernet_databus_no_communication_port_4,4,40,,TBD,255,4,40,17,2026-07-13T12:45:20,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,1049259,U14A800,U14A800,Ethernet_databus_no_communication_port_11,4,40,,TBD,82,4,40,18,2026-07-15T07:07:44,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,1049254,U123100,U123100,Ethernet_databus_no_communication_port_6,4,47,,TBD,255,4,40,16,2026-07-13T10:42:43,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,1049255,U123200,U123200,Ethernet_databus_no_communication_port_7,4,40,,TBD,255,4,40,17,2026-07-13T11:57:30,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2502759,U164200,U164200,Emergency-call_module_no_communication_vlan,4,40,,TBD,12,4,16,17,2026-07-13T16:02:15,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2498675,U164500,U164500,Information_electronics_control_module_1_no_communication_vlan,4,32,,TBD,1,4,40,7127,2026-08-23T18:25:48,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8540417,U15FA00,U15FA00,EgoMaster_Input_data_failure,6,46,,TBD,255,6,40,16,2026-07-13T10:51:27,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8511745,U173E00,U173E00,Occupant_Presence_Service_Restriction,6,32,,TBD,,,,,,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,9371914,B163002,B163002,PSD_EHR_construct_error_timeout,6,108,,TBD,48,6,40,1192,2026-07-20T13:44:17,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,9371915,B163002,B163002,PSD_GW_message_order_inconsistent,6,32,,TBD,2,6,28,4115,2026-08-05T12:52:29,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8413444,B114B96,B114B96,Multi-function_buttons_in steering_wheel_left_internal_malfunction,4,32,,TBD,1,4,2,4338,2026-08-06T09:13:48,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,267032,B131D29,B131D29,Sirene-DWA -> Störung,4,40,,TBD,21,4,38,623,2026-07-17T19:13:07,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2494569,U164300,U164300,Rearview_camera_system_control_module_no_communication_vlan,4,44,,TBD,255,4,40,17,2026-07-13T11:42:30,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2519344,U179C00,U179C00,Cockpit_ system_3_ android_ control_module_no_communication_vlan,4,40,,TBD,46,4,40,17,2026-07-13T12:45:28,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,12400,B184C00,B184C00,Unlock_protection_of_vehicle_diagnosis_active,3,108,,TBD,1,3,40,16,2026-07-13T10:42:28,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,13046412,U07128C,U07128C,Steering_column_module_no_communication,2,32,,TBD,4,2,29,4377,2026-08-06T15:44:59,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,4560780,C05978C,C05978C,ABS_control_module_no_communication,2,32,,TBD,2,2,5,2244,2026-07-26T18:12:12,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,13065868,U075E8C,U075E8C,Brake_booster_control_module_no_communication,2,32,,TBD,3,2,37,6748,2026-08-20T17:04:22,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2170942,U020100,U020100,Door_control_module_rear_left_no_communication,4,32,,TBD,1,4,21,5815,2026-08-15T16:21:37,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2170943,U020200,U020200,Door_control_module_rear_right_no_communication,4,32,,TBD,,,,,,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2170954,U019900,U019900,Door_electronics_driver_side_no_communication,4,32,,TBD,,,,,,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2232407,U023500,U023500,Cruise_control_front_distance_range_sensor_no_communication,4,32,,TBD,,,,,,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2269289,U104C00,U104C00,Rearview_camera_system_control_module_no_communication,4,40,,TBD,1,4,13,5286,2026-08-11T18:06:03,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,13107340,U08008C,U08008C,ECM/PCM_no_communication,2,32,,TBD,1,2,16,5504,2026-08-14T06:49:49,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2240772,U159600,U159600,Relay_station_attack_device_4_front_left_no_communication,4,32,,TBD,,,,,,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,7467268,B200500,B200500,Data_set_invalid_DCP,3,109,,TBD,1,3,40,16,2026-07-13T11:36:26,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,1049260,U15F200,U15F200,Ethernet_databus_no_communication_port_12,4,40,,TBD,255,4,40,16,2026-07-13T11:05:09,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2498580,U164000,U164000,Instrument_panel_cluster_control_module_no_communication_vlan,4,32,,TBD,1,4,39,7053,2026-08-23T14:31:10,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2498824,U166300,U166300,Application_server_3_system_1_infotainment_no_communication_vlan,4,40,,TBD,23,4,40,17,2026-07-13T12:45:28,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8712960,U112300,U112300,FAULT_EXTERNAL_SIGNAL_IMPLAUS,6,32,,TBD,6,6,5,3661,2026-08-03T08:43:23,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8471856,U112100,U112100,MissingCANMessage_Rear_View_04.VPS_PaCo_MainState,6,40,,TBD,2,6,13,5286,2026-08-11T18:06:14,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8830976,U1A2F00,U1A2F00,Data_bus_mdk_single_wire_mode,4,32,,TBD,4,4,40,4934,2026-08-09T18:02:35,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8417280,U17A000,U17A000,Filter_is_not_active,3,32,,TBD,,,,,,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,544534,U112100,U112100,Parken_01 Datenbus fehlende Botschaft,6,100,,TBD,1,6,40,5209,2026-08-11T11:35:15,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2498846,U179800,U179800,icc_ethernet_no_communication,4,40,,TBD,36,4,40,17,2026-07-13T12:45:28,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,2494521,U1A3E00,U1A3E00,mic_ethernet_no_communication,4,32,,TBD,1,4,25,6231,2026-08-17T18:56:13,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,13631489,U111000,U111000,BAP_Timeout_#_0x52_##_ASG_ICAS1_IAM_FSG_ConMod_IAA,6,104,,TBD,1,6,26,6180,2026-08-17T13:18:54,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8712964,U201500,U201500,FAULT_DRIVERSTATEMONITOR_FUNCTION_ERROR,6,40,,TBD,13,6,5,791,2026-07-20T07:55:51,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8712965,U207E00,U207E00,FAULT_ATTENTIONMONITOR_FUNCTION_ERROR,6,40,,TBD,13,6,5,791,2026-07-20T07:55:51,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8544306,U112100,U112100,Message SAM_01 missing,4,108,,TBD,255,4,40,16,2026-07-13T11:27:54,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8544307,U112100,U112100,Message EBKV_03 missing,4,108,,TBD,255,4,40,16,2026-07-13T11:27:43,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,848740,TXEP0CF364,TXEP0CF364,HVLM_unknown_cp_communication_a,2,236,,TBD,9,2,40,506,2026-07-15T19:09:31,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,889246,TXEP0D919E,TXEP0D919E,HVLM_control_plug_lock_unlocking_a,2,100,,TBD,1,2,40,2075,2026-07-25T09:30:40,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,12766860,TXEU02CE8C,TXEU02CE8C,HVLM_plc_link_lost,2,232,,TBD,1,2,40,1109,2026-07-20T12:32:08,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,12766844,TXEU02CE7C,TXEU02CE7C,HVLM_charging_station_request_response_timeout,2,232,,TBD,1,2,40,731,2026-07-19T14:31:03,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,884758,TXEP0D8016,TXEP0D8016,HVLM_no_ac_voltage_detected,2,236,,TBD,2,2,40,583,2026-07-17T14:39:13,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,891283,TXEP0D9993,TXEP0D9993,HVLM_error_initialisation_ac_temperatur_a,2,236,,TBD,25,2,40,17,2026-07-13T14:41:31,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,3033747,TXEP2E4A93,TXEP2E4A93,HVLM_error_initialisation_dc_temperatur,2,236,,TBD,25,2,40,17,2026-07-13T14:41:31,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8471880,U112100,U112100,MissingCANMessage_TM_01,6,40,,TBD,18,6,40,1447,2026-07-22T06:37:54,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,8471883,U112100,U112100,MissingCANMessage_Rear_View_01,6,40,,TBD,2,6,13,5286,2026-08-11T18:06:14,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_GatewUDS,0019,Success,7467538,B200500,B200500,Data_set_invalid_CMS2,2,109,,TBD,1,2,40,16,2026-07-13T11:36:26,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_HeadUpDisplUDS,0082,Success,12255234,B1B68F0,B1B68F0,ECU_head_up_display_fault_display,4,8,,TBD,1,4,40,4427,2026-08-06T16:23:15,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_MultiInterCamerUDS,815A,Success,589843,B1E44F4,B1E44F4,Eye_safety_detected_a_misuse,4,32,,TBD,,,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_ParkiAssisUDS,0076,Success,1080304,B107BF0,B107BF0,Geber für Einparkhilfe hinten - Funktionseinschränkung durch Umwelteinflüsse,6,32,,TBD,,,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_ParkiAssisUDS,0076,Success,1114113,B1AE2F0,B1AE2F0,sound_output_MIB_totally_disturbed,6,40,,TBD,1,6,27,7125,2026-08-23T16:41:59,2
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_ParkiAssisUDS,0076,Success,12587099,U110F00,U110F00,Funktion Triebstrangkoordinator im Motorsteuergerät für Park Assist im Fehler,6,32,,TBD,,,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_ParkiAssisUDS,0076,Success,12587143,U112100,U112100,MIB - MainUnit_01 - kein Signal/keine Kommunikation,6,40,,TBD,1,6,25,7053,2026-08-23T14:30:14,2
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_ParkiAssisUDS,0076,Success,12587173,U112100,U112100,Steuergerät für Aussentemperatur - Temperaturen_01 - kein Signal/keine Kommunikation,6,40,,TBD,1,6,25,7053,2026-08-23T14:30:19,2
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_ParkiAssisUDS,0076,Success,12587177,U110F00,U110F00,TPA_failure_on_MFK,6,32,,TBD,,,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_ParkiAssisUDS,0076,Success,13640960,U041600,U041600,Rollrichtung unplausible Werte,6,32,,TBD,,,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_SeatAdjusDriveSideUDS,0036,Success,1507460,U112100,U112100,_RadioFunctions_01_missing_message,6,40,,TBD,1,6,18,7053,2026-08-23T14:30:17,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_SeatAdjusDriveSideUDS,0036,Success,1509901,U112100,U112100,ORU_01_missing_message,6,32,,TBD,,,,,,1
